Address         Age       MAC Address     Interface
10.110.81.2     00:11:30  d4be.d9e5.5c64  Vlan110
10.110.81.3     00:07:36  d4be.d9e4.fd07  Vlan110
10.110.81.4     00:07:38  d4be.d9e5.ae24  Vlan110
10.110.81.5     00:01:22  d4be.d9e5.0901  Vlan110
10.110.81.6     00:07:22  d4be.d9e4.ffb3  Vlan110
10.110.81.7     00:09:58  d4be.d9e3.14fb  Vlan110
10.110.81.8     00:15:59  d4be.d9e5.08ff  Vlan110
10.110.81.9     00:18:21  d4be.d9e5.a473  Vlan110
10.110.81.10    00:17:53  d4be.d9e5.08fb  Vlan110
10.110.81.11    00:17:48  d4be.d9e5.815d  Vlan110
10.110.81.12    00:06:46  d4be.d9e5.5b2c  Vlan110
10.110.81.13    00:07:32  d4be.d9e5.ae05  Vlan110
10.110.81.14    00:07:41  d4be.d9e4.fee5  Vlan110
10.110.81.15    00:07:40  d4be.d9e3.0fc1  Vlan110
10.110.81.29    00:07:39  c81f.6637.cde2  Vlan110
10.110.81.31    00:07:40  c81f.6638.7859  Vlan110
10.110.81.32    00:07:42  c81f.6638.5d40  Vlan110
10.110.81.33    00:00:57  c81f.6638.768b  Vlan110
10.110.81.34    00:07:21  c81f.6638.763f  Vlan110
10.110.81.35    00:07:40  c81f.6638.5ca7  Vlan110
10.110.81.36    00:01:31  c81f.6638.5ae3  Vlan110
10.110.81.37    00:07:21  c81f.6637.d99e  Vlan110
10.110.81.38    00:07:39  c81f.6638.7873  Vlan110
10.110.81.39    00:06:37  c81f.6638.5c6d  Vlan110
10.110.81.40    00:02:22  c81f.6638.7531  Vlan110
10.110.81.41    00:03:06  c81f.6638.768a  Vlan110
10.110.81.43    00:01:24  c81f.6638.5aa3  Vlan110
10.110.81.44    00:07:34  c81f.6638.5a9f  Vlan110
10.110.81.45    00:02:28  c81f.6638.5b94  Vlan110
10.110.81.46    00:12:31  c81f.6638.5af9  Vlan110
10.110.81.48    00:07:48  e454.e852.f1c5  Vlan110
10.110.81.49    00:02:02  e454.e852.f6cf  Vlan110
10.110.81.50    00:02:13  f04d.a2ff.29d2  Vlan110
10.110.81.51    00:18:02  e454.e863.c494  Vlan110
10.110.81.52    00:09:50  e454.e863.c45f  Vlan110
10.110.81.53    00:02:39  e454.e864.1745  Vlan110
10.110.81.55    00:01:46  e454.e863.c5fd  Vlan110
10.110.81.60    00:01:32  d4be.d9e5.ae7d  Vlan110
10.110.81.65    00:08:49  80ce.625b.f469  Vlan110
10.110.81.68    00:00:25  f04d.a2ff.2698  Vlan110
10.110.81.69    00:00:33  d4be.d9e6.d7a3  Vlan110
10.110.81.80    00:00:41  f04d.a2ff.232a  Vlan110
10.110.81.81    00:00:15  f04d.a2fa.e9e8  Vlan110
10.110.81.82    00:07:47  54bf.6492.fc57  Vlan110
10.110.81.84    00:02:05  f04d.a2ff.264d  Vlan110
10.110.81.85    00:17:59  d4be.d9e5.8ab1  Vlan110
10.110.81.88    00:02:26  d89e.f395.0b71  Vlan110
10.110.81.89    00:00:10  484d.7ed6.b32f  Vlan110
10.110.81.90    00:03:57  f48e.38be.9f75  Vlan110
10.110.81.92    00:13:23  484d.7ed6.a3fd  Vlan110
10.110.81.95    00:07:40  d89e.f394.f6f4  Vlan110
10.110.81.104   00:01:15  d4be.d9db.0851  Vlan110
10.110.81.105   00:07:31  f04d.a2ff.2643  Vlan110
10.110.81.106   00:07:23  f04d.a2fa.ea87  Vlan110
10.110.81.110   00:03:53  80ce.625b.265d  Vlan110
10.110.81.111   00:01:53  484d.7ef9.77df  Vlan110
10.110.81.113   00:07:42  d4be.d9e4.84a1  Vlan110
10.110.81.123   00:02:29  d4be.d9e2.6c1b  Vlan110
10.110.81.124   00:00:57  f04d.a2ff.229a  Vlan110
10.110.81.132   00:07:49  f8bc.1297.5557  Vlan110
10.110.81.134   00:07:27  f04d.a2ff.2254  Vlan110
10.110.81.135   00:01:15  f04d.a2ff.2a22  Vlan110
10.110.81.170   00:07:43  b885.84b7.e2cf  Vlan110
10.110.81.171   00:07:40  b885.84b7.e97b  Vlan110
10.110.81.172   00:01:34  14b3.1f1b.a575  Vlan110
10.110.81.173   00:07:43  b885.84b7.e98f  Vlan110
10.110.81.174   00:06:57  b885.84b7.e9a5  Vlan110
10.110.81.175   00:06:58  b885.84b7.f991  Vlan110
10.110.81.176   00:06:56  b885.84b7.eaac  Vlan110
10.110.81.177   00:15:44  b885.84b7.ec34  Vlan110
10.110.81.178   00:07:40  b885.84b7.e88b  Vlan110
10.110.81.179   00:07:42  b885.84b7.5dfd  Vlan110
10.110.81.180   00:07:43  b885.84b7.e1eb  Vlan110
10.110.81.181   00:07:42  14b3.1f1b.9e90  Vlan110
10.110.81.182   00:18:38  b885.84b7.eaba  Vlan110
10.110.81.183   00:07:40  b885.84b7.e9a1  Vlan110
10.110.81.184   00:07:44  b885.84b7.e116  Vlan110
10.110.81.185   00:07:38  14b3.1f1c.a9aa  Vlan110
10.110.81.186   00:02:37  b885.84b4.bf97  Vlan110
10.110.81.187   00:00:04  b885.84b6.f759  Vlan110
10.110.81.188   00:15:54  b885.84b7.5d91  Vlan110
10.110.81.189   00:02:36  b885.84b7.e875  Vlan110
10.110.81.190   00:18:21  b885.84b7.f9f2  Vlan110
10.110.81.191   00:05:34  14b3.1f1c.a9ac  Vlan110
10.110.81.192   00:07:43  b885.84b7.e5fe  Vlan110
10.110.81.193   00:02:36  b885.84b7.eae5  Vlan110
10.110.81.194   00:16:25  b885.84b7.ead0  Vlan110
10.110.81.195   00:07:37  14b3.1f1c.a933  Vlan110
10.110.81.196   00:01:44  14b3.1f1c.f08c  Vlan110
10.110.81.197   00:07:37  14b3.1f1c.b863  Vlan110
10.110.81.198   0.194312  14b3.1f1c.a98e  Vlan110
10.110.81.199   00:09:48  b885.84b7.ebe6  Vlan110
10.110.81.200   00:18:08  14b3.1f1c.a922  Vlan110
10.110.81.201   00:09:48  b885.84b7.e9e8  Vlan110
10.110.81.202   00:07:29  14b3.1f1b.a567  Vlan110
10.110.81.203   00:01:29  b885.84b7.e9f0  Vlan110
10.110.81.204   00:07:38  14b3.1f1c.a877  Vlan110
10.110.81.205   00:07:41  14b3.1f1c.a844  Vlan110
10.110.81.206   00:10:39  14b3.1f1c.a803  Vlan110
10.110.81.207   00:02:09  14b3.1f1c.a987  Vlan110
10.110.81.209   00:00:46  14b3.1f1c.b87b  Vlan110
10.110.81.210   00:18:03  14b3.1f1c.a6ca  Vlan110
10.110.81.211   00:07:37  14b3.1f1c.b882  Vlan110
10.110.81.212   00:01:28  b885.84b7.eac4  Vlan110
10.110.81.213   00:02:24  14b3.1f1b.a1f4  Vlan110
10.110.81.214   00:07:34  14b3.1f1c.a855  Vlan110
10.110.81.215   00:15:22  30cd.a7c5.e305  Vlan110
10.110.81.217   00:00:02  d4be.d9e4.23d2  Vlan110
10.110.81.218   00:01:31  d4be.d9e4.950b  Vlan110
10.110.81.219   00:04:13  f04d.a2ff.2980  Vlan110
10.110.81.220   00:01:27  54bf.645b.ec72  Vlan110
10.110.81.221   00:01:02  54bf.645b.ea9e  Vlan110
10.110.81.222   00:01:32  54bf.645b.eaca  Vlan110
10.110.81.223   00:00:38  f04d.a2ff.2688  Vlan110
10.110.81.224   00:00:35  54bf.645b.ee86  Vlan110
10.110.81.227   00:10:46  54bf.645b.ea7b  Vlan110
10.110.81.228   00:01:19  54bf.645b.ead9  Vlan110
10.110.81.229   00:01:44  54bf.645b.eafe  Vlan110
10.110.81.230   00:02:07  54bf.645b.eb0a  Vlan110
10.110.81.231   00:01:12  54bf.645b.ecad  Vlan110
10.110.81.233   00:10:06  14b3.1f1c.a838  Vlan110
10.110.81.234   00:17:58  54bf.645b.eb28  Vlan110
10.110.81.242   00:07:41  d89e.f395.0bbd  Vlan110
10.110.81.243   00:17:59  d89e.f395.0b08  Vlan110
10.110.81.244   00:07:38  d89e.f395.0aef  Vlan110
10.110.81.245   00:07:39  d89e.f395.0a02  Vlan110
10.110.81.246   00:07:42  d89e.f395.0c37  Vlan110
10.110.81.247   00:07:42  d89e.f395.0c3b  Vlan110
10.110.81.248   00:07:42  d89e.f391.084c  Vlan110
10.110.81.249   00:01:21  d89e.f395.0705  Vlan110
10.110.81.250   00:07:38  d89e.f395.0c41  Vlan110
10.110.81.251   00:07:39  d89e.f395.0c51  Vlan110
10.110.81.252   00:04:09  d89e.f395.0c5c  Vlan110
10.110.81.253   00:17:49  d89e.f395.0bb3  Vlan110
10.110.82.15    00:17:53  f04d.a2ff.2416  Vlan110
10.110.82.25    00:07:40  8cec.4b6c.44d6  Vlan110
10.110.82.31    00:00:57  484d.7eb2.443b  Vlan110
10.110.82.95    00:04:04  8cec.4b6a.8974  Vlan110
10.110.82.96    00:00:27  8cec.4b6c.45c1  Vlan110
10.110.82.97    00:07:33  8cec.4b6a.88fd  Vlan110
10.110.82.98    00:08:05  8cec.4b6c.4587  Vlan110
10.110.82.100   00:02:25  8cec.4b6c.458b  Vlan110
10.110.82.101   00:02:22  8cec.4b6c.45bd  Vlan110
10.110.82.104   00:02:24  8cec.4b6a.8f6e  Vlan110
10.110.82.105   00:00:51  8cec.4b6c.4516  Vlan110
10.110.82.106   00:02:28  8cec.4b6c.4581  Vlan110
10.110.82.108   00:01:18  8cec.4b6a.8f75  Vlan110
10.110.82.110   00:00:06  8cec.4b6a.8fe6  Vlan110
10.110.82.111   00:07:28  8cec.4b6a.f14f  Vlan110
10.110.82.112   00:02:29  8cec.4b6c.4517  Vlan110
10.110.82.114   00:07:20  8cec.4b6a.89d8  Vlan110
10.110.82.239   00:05:10  484d.7eb9.b1c3  Vlan110
10.110.87.134   0.137076  a41f.7267.ff80  Vlan110
10.110.87.135   00:00:33  a41f.7267.9a48  Vlan110
10.110.87.136   00:02:35  a41f.7267.c6c7  Vlan110
10.110.87.137   00:01:24  a41f.7267.8d5f  Vlan110
10.110.87.138   00:00:46  a41f.7267.f37f  Vlan110
10.110.87.140   00:01:32  a41f.7267.9a49  Vlan110
10.110.87.152   00:09:31  484d.7ef9.7b18  Vlan110
10.110.87.154   00:17:05  484d.7ef9.7d98  Vlan110
10.110.87.156   00:09:02  484d.7ef9.94fc  Vlan110
10.110.87.158   00:11:52  484d.7ef9.76de  Vlan110
10.110.87.159   00:17:30  484d.7ef9.7b7b  Vlan110
10.110.87.160   00:06:55  484d.7ef9.7f2b  Vlan110
10.110.87.161   00:17:23  484d.7ef9.7fcf  Vlan110
10.110.87.168   00:07:46  6400.6a2b.7e6d  Vlan110
10.110.87.169   00:18:35  6400.6a41.9e50  Vlan110
10.110.87.176   00:08:24  484d.7ef9.c67b  Vlan110
10.110.87.188   00:00:07  484d.7e9a.1692  Vlan110
10.110.87.189   00:17:55  484d.7eb9.edb3  Vlan110
10.110.87.190   00:01:25  484d.7eb9.5273  Vlan110
10.110.87.191   00:07:44  484d.7e9a.13ee  Vlan110
10.110.87.192   00:01:54  484d.7eb9.ef5e  Vlan110
10.110.87.193   00:02:12  484d.7e9a.14c9  Vlan110
10.110.87.194   00:02:21  484d.7eb9.f12b  Vlan110
10.110.87.195   00:00:34  f48e.387d.830b  Vlan110
10.110.87.196   00:11:18  484d.7eb9.f198  Vlan110
10.110.87.197   00:06:46  484d.7eb9.53e8  Vlan110
10.110.87.198   00:01:28  484d.7eb9.f2e8  Vlan110
10.110.87.199   00:00:33  484d.7eb9.5577  Vlan110
10.110.87.200   00:04:41  484d.7eb9.eddd  Vlan110
10.110.87.201   00:02:24  484d.7eb9.ec3d  Vlan110
10.110.87.202   00:01:18  484d.7eb9.550c  Vlan110
10.110.87.203   00:02:28  484d.7eb9.ebae  Vlan110
10.110.87.204   00:02:34  484d.7e9a.175a  Vlan110
10.110.87.205   00:06:58  484d.7eb9.b24b  Vlan110
10.110.87.206   00:17:24  a41f.7267.fe79  Vlan110
10.110.87.207   00:01:20  484d.7e9a.1346  Vlan110
10.110.87.208   00:07:44  a41f.7267.c65d  Vlan110
10.110.87.209   00:07:40  a41f.7267.9ae3  Vlan110
10.110.87.210   00:00:33  a41f.7267.fc44  Vlan110
10.110.87.211   00:07:49  a41f.726b.46fa  Vlan110
10.110.87.212   00:07:43  a41f.7267.fca1  Vlan110
10.110.87.213   00:00:03  a41f.7267.fd6c  Vlan110
10.110.87.214   00:03:39  a41f.7267.fd44  Vlan110
10.110.87.215   00:00:06  484d.7e9a.1699  Vlan110
10.110.87.216   00:03:07  a41f.7267.9ae4  Vlan110
10.110.87.217   00:07:48  a41f.726b.3be1  Vlan110
10.110.87.218   00:14:34  a41f.7267.fc0b  Vlan110
10.110.87.219   00:07:45  a41f.7267.fc12  Vlan110
10.110.87.220   00:07:45  a41f.7267.8de7  Vlan110
10.110.87.222   00:02:07  a41f.7267.fc0f  Vlan110
10.110.87.223   00:02:15  a41f.7267.fc46  Vlan110
10.110.87.224   00:00:03  a41f.7267.8e12  Vlan110
10.110.87.225   00:17:24  a41f.7267.8dc4  Vlan110
10.110.87.226   00:07:43  a41f.7267.fc51  Vlan110
10.110.87.227   00:07:43  484d.7eb8.bcce  Vlan110
10.110.87.228   00:03:28  a41f.7267.9aba  Vlan110
10.110.87.230   00:00:35  a41f.7268.f508  Vlan110
10.110.88.65    00:02:38  a41f.7267.9b1d  Vlan110
10.110.89.39    00:04:36  f8bc.1294.467d  Vlan110
10.110.91.229   00:01:20  f04d.a2ff.2fb0  Vlan110
10.110.92.3     00:01:55  d4be.d9e6.4776  Vlan110
10.110.92.18    00:01:25  f04d.a2fa.eaba  Vlan110
10.110.92.23    00:00:37  a41f.726b.413d  Vlan110
10.110.92.27    00:02:30  a41f.7267.8d58  Vlan110
10.110.92.31    00:01:30  a41f.7267.8e11  Vlan110
10.110.92.33    00:00:33  a41f.7267.fdae  Vlan110
10.110.92.34    00:08:42  a41f.7267.8d5a  Vlan110
10.110.92.102   00:02:26  d4be.d9e0.9dc4  Vlan110
10.110.92.236   00:07:36  d4be.d9e2.7180  Vlan110
10.110.92.237   00:03:47  d4be.d9e4.8563  Vlan110
10.110.92.240   00:16:58  d4be.d9e2.668b  Vlan110
10.110.92.241   00:00:56  d4be.d9e5.a80a  Vlan110
10.110.92.242   00:00:40  d4be.d9e5.ab22  Vlan110
10.110.92.243   00:05:18  d4be.d9e0.3f5d  Vlan110
10.110.92.245   00:17:03  d4be.d9e2.6cc0  Vlan110
10.110.92.247   00:02:27  d4be.d9e1.3110  Vlan110
10.110.92.248   00:07:34  d4be.d9e2.630f  Vlan110
10.110.92.249   00:02:45  d4be.d9e5.09ac  Vlan110
10.110.92.250   00:07:32  d4be.d9e2.5fbd  Vlan110
10.110.92.251   00:01:24  d4be.d9e2.65e8  Vlan110
10.110.92.252   00:07:27  d4be.d9e1.2812  Vlan110
10.110.92.253   00:07:31  d4be.d9e1.2793  Vlan110
10.110.92.254   00:02:25  d4be.d9e2.63a7  Vlan110
10.110.93.0     00:06:35  d4be.d9e2.5fc0  Vlan110
10.110.93.1     00:02:10  d4be.d9e5.a83b  Vlan110
10.110.93.3     00:02:18  d4be.d9e4.9507  Vlan110
10.110.93.4     00:07:35  d4be.d9e1.32e9  Vlan110
10.110.93.5     00:06:55  d4be.d9e2.6d5a  Vlan110
10.110.93.6     00:01:32  d4be.d9e2.5f55  Vlan110
10.110.93.7     00:07:42  d4be.d9e5.82d1  Vlan110
10.110.93.9     00:07:26  d4be.d9e5.a83e  Vlan110
10.110.93.10    00:00:40  d4be.d9e2.7316  Vlan110
10.110.93.11    00:06:55  d4be.d9e5.85f9  Vlan110
10.110.93.12    00:07:37  d4be.d9e1.2f25  Vlan110
10.110.93.13    00:01:31  d4be.d9e4.9cbf  Vlan110
10.110.93.14    00:01:32  d4be.d9e2.6ff8  Vlan110
10.110.93.15    00:07:38  d4be.d9e0.3f95  Vlan110
10.110.93.16    00:07:41  d4be.d9e5.804b  Vlan110
10.110.93.17    00:00:29  d4be.d9e5.a83d  Vlan110
10.110.93.18    00:02:33  d4be.d9e2.54d8  Vlan110
10.110.93.19    00:02:37  d4be.d9e2.6304  Vlan110
10.110.93.20    00:02:32  d4be.d9e0.a4b8  Vlan110
10.110.93.53    00:07:48  f8bc.1297.56c2  Vlan110
10.110.93.54    00:07:52  f8bc.1297.905e  Vlan110
10.110.93.55    00:03:08  f8bc.1297.56ac  Vlan110
10.110.93.56    00:07:51  f8bc.1297.58bd  Vlan110
10.110.93.57    00:07:48  f8bc.1298.43ae  Vlan110
10.110.93.58    00:02:18  f8bc.1297.5954  Vlan110
10.110.93.62    00:02:12  f8bc.1297.5e4e  Vlan110
10.110.93.63    00:07:52  f8bc.1297.5dc7  Vlan110
10.110.93.64    00:07:52  f8bc.1297.5769  Vlan110
10.110.93.65    00:00:43  f8bc.1294.47e4  Vlan110
10.110.93.66    00:07:02  f8bc.1294.3f93  Vlan110
10.110.93.67    00:18:05  f8bc.1293.40ac  Vlan110
10.110.93.68    00:02:35  f8bc.1297.56bb  Vlan110
10.110.93.69    00:06:03  f8bc.1298.4a8d  Vlan110
10.110.93.70    00:10:16  f8bc.1297.55de  Vlan110
10.110.93.71    00:07:03  f8bc.1297.63cf  Vlan110
10.110.93.73    00:07:50  f8bc.1298.47a0  Vlan110
10.110.93.133   00:09:06  f04d.a2fa.ea8e  Vlan110
10.110.93.134   00:18:05  f04d.a2ff.2e47  Vlan110
10.110.93.135   00:02:18  f04d.a2fa.ea89  Vlan110
10.110.93.136   00:01:30  f04d.a2fd.88a0  Vlan110
10.110.93.137   00:04:38  80ce.625b.2657  Vlan110
10.110.93.141   00:00:45  f04d.a2ff.2e3e  Vlan110
10.110.93.142   00:00:16  f04d.a2ff.29d0  Vlan110
10.110.93.148   00:01:19  f04d.a2fc.3f99  Vlan110
10.110.93.150   00:17:35  f04d.a2fa.ea92  Vlan110
10.110.93.196   00:07:20  f8bc.1276.de8a  Vlan110
10.110.93.197   00:07:47  f8bc.1277.7424  Vlan110
10.110.93.198   00:07:05  f8bc.1277.7a92  Vlan110
10.110.93.199   0.027953  f8bc.1277.382b  Vlan110
10.110.93.200   00:18:17  f8bc.1277.7738  Vlan110
10.110.93.201   00:13:20  f8bc.125c.c851  Vlan110
10.110.93.202   00:07:47  f8bc.1260.e173  Vlan110
10.110.93.203   00:00:40  f8bc.1277.399b  Vlan110
10.110.93.204   00:07:47  f8bc.1276.df45  Vlan110
10.110.93.205   00:00:34  f8bc.1270.753c  Vlan110
10.110.93.206   00:02:38  f8bc.125e.aede  Vlan110
10.110.93.207   00:07:50  f8bc.1277.3904  Vlan110
10.110.93.208   00:07:48  f8bc.1272.86a6  Vlan110
10.110.93.209   00:07:50  f8bc.1270.7578  Vlan110
10.110.93.210   00:18:00  f8bc.1277.75a0  Vlan110
10.110.93.211   00:07:46  f8bc.1277.3ab9  Vlan110
10.110.93.212   00:16:31  f8bc.125e.49e0  Vlan110
10.110.93.213   00:07:07  f8bc.1272.7a63  Vlan110
10.110.93.214   00:02:11  f8bc.1272.857b  Vlan110
10.110.93.215   00:07:46  f8bc.1277.3973  Vlan110
10.110.93.246   00:07:46  c81f.6638.61bb  Vlan110
10.110.93.248   00:05:40  a41f.7267.fc9b  Vlan110
10.110.93.250   00:02:27  a41f.7267.8db0  Vlan110
10.110.93.253   00:07:48  a41f.726b.3e41  Vlan110
10.110.93.254   00:08:58  a41f.7267.fc43  Vlan110
10.110.94.1     00:00:34  f8bc.1297.5ddc  Vlan110
10.110.94.3     00:05:15  f8bc.125c.c902  Vlan110
10.110.94.4     00:07:50  f8bc.1261.a3de  Vlan110
10.110.94.5     00:00:39  f8bc.1294.3f3d  Vlan110
10.110.94.6     00:02:31  f8bc.1294.3fc3  Vlan110
10.110.94.9     00:00:02  f8bc.125e.4d35  Vlan110
10.110.94.10    00:03:13  f8bc.1270.7544  Vlan110
10.110.94.11    00:03:20  f8bc.1260.dc64  Vlan110
10.110.94.13    00:07:48  f8bc.1270.7575  Vlan110
10.110.94.15    00:07:51  f8bc.125c.c891  Vlan110
10.110.94.16    00:01:38  f8bc.125c.c8bc  Vlan110
10.110.94.17    00:09:57  f8bc.1270.75ac  Vlan110
10.110.94.18    00:07:40  f8bc.125e.57e0  Vlan110
10.110.94.19    00:03:51  f8bc.1260.d510  Vlan110
10.110.94.20    00:02:18  f8bc.1270.7582  Vlan110
10.110.94.21    00:01:24  f8bc.125e.b279  Vlan110
10.110.94.22    00:00:33  f8bc.125e.580c  Vlan110
10.110.94.23    00:01:58  f8bc.1272.7c6d  Vlan110
10.110.94.56    00:07:42  c81f.6638.5d18  Vlan110
10.110.94.58    00:07:45  a41f.7267.f35b  Vlan110
10.110.94.59    00:07:02  a41f.7267.9adb  Vlan110
10.110.94.61    00:16:25  a41f.726b.3e0a  Vlan110
10.110.250.50   00:06:35  9cb6.5416.8a37  Vlan110
10.110.250.110  00:00:43  cc2d.e0ff.4d3e  Vlan110
10.110.250.115  00:00:21  cc2d.e0fc.429c  Vlan110
10.110.250.120  00:11:37  cc2d.e0fa.b4ff  Vlan110
10.110.250.125  00:00:19  cc2d.e0ff.4c2b  Vlan110
10.110.250.150  00:00:12  b869.f40e.2e7a  Vlan110
10.110.253.2    00:03:57  de1b.1996.cd9c  Vlan110
10.110.255.49   00:07:46  68b5.9990.c771  Vlan110
10.110.255.50   00:00:02  INCOMPLETE      Vlan110
10.110.255.51   00:06:14  e4e7.4904.363f  Vlan110
10.110.255.52   00:00:14  ec8e.b521.3b11  Vlan110
10.110.255.53   00:00:07  98e7.f408.ead1  Vlan110
10.110.255.64   00:08:24  0015.9975.62e2  Vlan110
10.110.255.67   00:00:04  INCOMPLETE      Vlan110
10.110.255.91   00:01:13  30cd.a7ec.067b  Vlan110
10.110.255.95   00:00:05  f8bc.1297.59d0  Vlan110
10.110.255.113  00:08:35  0015.9961.cbab  Vlan110
10.110.255.115  00:08:24  0015.9974.afa7  Vlan110
10.110.255.129  00:03:00  80e8.2c7a.191f  Vlan110
10.110.255.200  00:07:40  0005.a609.767b  Vlan110
10.110.255.206  00:07:42  0005.a609.4045  Vlan110
10.110.255.214  00:00:18  30cd.a791.038f  Vlan110
10.110.255.243  00:08:30  30cd.a794.81fc  Vlan110
10.110.255.244  00:01:06  80ce.625b.e448  Vlan110
10.110.255.246  00:08:07  0015.9974.5d81  Vlan110
10.110.255.248  00:08:30  0015.99b1.c18d  Vlan110
10.110.255.249  00:00:01  INCOMPLETE      Vlan110
10.110.255.250  00:08:02  8425.190a.a7be  Vlan110
10.110.255.251  00:00:01  30cd.a794.81ee  Vlan110
10.110.255.252  00:00:38  30cd.a71c.f7e6  Vlan110
10.110.255.253  00:07:54  30cd.a7ec.067e  Vlan110
172.17.80.21    00:02:13  30cd.a714.529a  Vlan103
172.17.80.168   00:09:52  e454.e864.1865  Vlan103
172.17.80.169   00:09:51  e454.e863.c178  Vlan103
172.17.80.170   00:09:51  e454.e864.2a15  Vlan103
172.17.80.171   00:09:52  e454.e864.e10c  Vlan103
172.17.80.172   00:07:47  e454.e865.3e80  Vlan103
172.17.80.173   00:09:52  e454.e864.1510  Vlan103
172.17.80.174   00:17:50  e454.e863.cb10  Vlan103
172.17.80.175   00:09:48  e454.e863.c912  Vlan103
172.17.80.176   00:09:52  e454.e863.c895  Vlan103
172.17.80.177   00:09:51  e454.e864.15d1  Vlan103
172.17.80.178   00:09:49  e454.e864.2a51  Vlan103
172.17.80.179   00:09:48  e454.e863.cba5  Vlan103
172.17.80.180   00:18:06  e454.e863.d090  Vlan103
172.17.80.181   00:01:29  e454.e865.476e  Vlan103
172.17.80.182   00:09:51  e454.e863.cff9  Vlan103
172.17.80.184   00:09:58  e454.e864.34a3  Vlan103
172.17.70.23    00:03:04  80ce.625b.266a  Vlan102
172.17.70.27    00:12:56  0020.6baa.99a8  Vlan102
172.17.70.28    00:11:03  f430.b925.1e66  Vlan102
172.17.70.41    00:05:52  308d.99ad.37c8  Vlan102
172.17.70.57    00:07:45  f8bc.1294.4783  Vlan102
172.17.70.62    00:06:06  f8bc.1297.562b  Vlan102
172.17.70.63    00:03:55  e454.e863.eb4b  Vlan102
172.17.70.64    00:04:10  54bf.6493.1305  Vlan102
172.17.70.66    00:07:42  54bf.6493.036b  Vlan102
172.17.70.68    00:01:56  54bf.6493.117e  Vlan102
172.17.70.69    00:00:16  54bf.6492.fcb4  Vlan102
172.17.70.70    00:00:29  b083.fe64.d139  Vlan102
172.17.70.72    00:07:48  f8bc.1297.57af  Vlan102
172.17.70.75    00:18:06  484d.7e9a.13c3  Vlan102
172.17.70.79    00:18:39  484d.7e9a.1460  Vlan102
172.17.70.80    00:07:06  484d.7eb9.eca5  Vlan102
172.17.70.81    00:09:53  a4bb.6d7a.272d  Vlan102
172.17.70.82    00:00:11  001d.97c2.0138  Vlan102
172.17.70.83    00:00:15  484d.7e9a.13b8  Vlan102
172.17.70.85    00:07:33  f48e.387d.8042  Vlan102
172.17.70.89    00:07:36  484d.7e9a.14b6  Vlan102
172.17.70.93    00:17:20  484d.7eb9.5256  Vlan102
172.17.70.100   00:04:06  484d.7e99.a4c8  Vlan102
172.17.70.108   00:03:45  2699.fa42.24e3  Vlan102
172.17.70.253   00:06:44  30cd.a7ec.05ec  Vlan102
172.17.60.11    00:00:25  0020.6bf7.09a6  Vlan101
172.17.60.21    00:07:25  3024.a9c4.e023  Vlan101
172.17.60.23    00:02:05  0020.6b98.03c2  Vlan101
172.17.60.26    00:04:25  40b0.3425.0d7c  Vlan101
172.17.60.28    00:04:17  3822.e2d2.6950  Vlan101
172.17.60.29    00:08:22  0023.7d6f.d299  Vlan101
172.17.60.43    00:08:06  308d.99ad.47db  Vlan101
172.17.60.44    00:00:24  INCOMPLETE      Vlan101
172.17.60.46    00:07:12  38ea.a76a.47d0  Vlan101
172.17.60.50    00:03:05  d4be.d9e2.6fcc  Vlan101
172.17.60.55    00:07:22  f48e.38bd.d80b  Vlan101
172.17.60.57    00:00:03  b885.84b7.eb18  Vlan101
172.17.60.58    00:05:39  b885.84b7.e4b2  Vlan101
172.17.60.59    00:09:44  b885.84b7.5ddd  Vlan101
172.17.60.60    00:03:49  b885.84b6.b557  Vlan101
172.17.60.61    00:13:08  f04d.a2fd.8890  Vlan101
172.17.60.69    00:07:29  f8bc.1297.2e49  Vlan101
172.17.60.71    00:17:54  d4be.d9e6.0f7e  Vlan101
172.17.60.74    00:09:21  f04d.a2ff.2ae3  Vlan101
172.17.60.76    00:07:48  b083.fe64.857f  Vlan101
172.17.60.82    00:00:47  d4be.d9e5.6409  Vlan101
172.17.60.84    00:07:48  b083.fe61.76d1  Vlan101
172.17.60.86    00:17:42  f04d.a2fd.7d17  Vlan101
172.17.60.88    00:07:19  f04d.a2ff.21e0  Vlan101
172.17.60.90    00:18:33  f04d.a2ff.2a0b  Vlan101
172.17.60.91    00:07:30  f04d.a2ff.2fd4  Vlan101
172.17.60.93    00:06:30  d4be.d9e2.6f00  Vlan101
172.17.60.94    00:08:14  d4be.d9e0.9c5e  Vlan101
172.17.60.98    00:07:38  d4be.d9e2.7254  Vlan101
172.17.50.31    00:01:27  a08c.fd17.adef  Vlan100
172.17.50.40    00:02:09  30cd.a714.52d9  Vlan100
172.17.50.64    00:10:20  484d.7e9a.14ca  Vlan100
172.17.50.65    00:08:39  f04d.a2fa.ea90  Vlan100
172.17.50.66    00:09:37  509a.4c1f.43da  Vlan100
172.17.50.68    00:09:08  509a.4c1f.43c0  Vlan100
172.17.50.69    00:01:52  f48e.38be.9a6a  Vlan100
172.17.50.71    00:04:27  6400.6a41.9e17  Vlan100
172.17.50.74    00:15:58  6400.6a41.9f1f  Vlan100
172.17.50.78    00:07:28  f04d.a2ff.29e5  Vlan100
172.17.50.79    00:08:58  f04d.a2fa.ea8c  Vlan100
